liga,temporada,time_casa,time_fora,gols_casa,gols_fora,data_jogo,odd_pinn_casa,odd_pinn_empate,odd_pinn_fora,odd_b365_casa,odd_b365_empate,odd_b365_fora
Ligue 1,2425,Strasbourg,Toulouse,2,1,2025-03-16,2.34,3.43,3.17,2.25,3.25,3.25
Ligue 1,2425,Paris SG,Marseille,3,1,2025-03-16,1.43,5.41,6.53,1.45,5.0,6.0
Ligue 1,2425,Strasbourg,Lyon,4,2,2025-03-28,2.8,3.71,2.46,2.7,3.6,2.45
Ligue 1,2425,Reims,Marseille,3,1,2025-03-29,5.75,4.24,1.59,5.5,4.2,1.57
Ligue 1,2425,St Etienne,Paris SG,1,6,2025-03-29,16.8,9.67,1.14,17.0,8.5,1.14
Ligue 1,2425,Monaco,Nice,2,1,2025-03-29,1.93,3.88,3.89,1.9,3.9,3.75
Ligue 1,2425,Toulouse,Brest,2,4,2025-03-30,2.02,3.39,4.11,2.0,3.25,4.1
Ligue 1,2425,Angers,Rennes,0,3,2025-03-30,4.27,3.55,1.93,4.2,3.6,1.82
Ligue 1,2425,Auxerre,Montpellier,1,0,2025-03-30,1.77,3.9,4.65,1.69,3.8,4.5
Ligue 1,2425,Le Havre,Nantes,3,2,2025-03-30,3.13,3.4,2.38,3.1,3.2,2.37
Ligue 1,2425,Lille,Lens,1,0,2025-03-30,2.03,3.53,3.85,2.0,3.4,3.75
Ligue 1,2425,Nice,Nantes,1,2,2025-04-04,1.52,4.46,6.6,1.5,4.2,6.5
Ligue 1,2425,Paris SG,Angers,1,0,2025-04-05,1.14,9.54,16.09,1.14,8.0,19.0
Ligue 1,2425,Brest,Monaco,2,1,2025-04-05,3.97,3.78,1.93,4.0,3.6,1.9
Ligue 1,2425,Lyon,Lille,2,1,2025-04-05,2.31,3.6,3.1,2.2,3.6,3.1
Ligue 1,2425,Lens,St Etienne,1,0,2025-04-06,1.55,4.56,5.73,1.55,4.1,6.0
Ligue 1,2425,Montpellier,Le Havre,0,2,2025-04-06,2.45,3.53,2.93,2.4,3.25,3.0
Ligue 1,2425,Reims,Strasbourg,0,1,2025-04-06,3.48,3.48,2.18,3.2,3.6,2.15
Ligue 1,2425,Rennes,Auxerre,0,1,2025-04-06,1.87,3.76,4.28,1.85,3.6,4.33
Ligue 1,2425,Marseille,Toulouse,3,2,2025-04-06,1.77,3.91,4.65,1.75,3.8,4.5
Ligue 1,2425,Lens,Reims,0,2,2025-04-11,1.55,4.23,6.71,1.53,4.1,6.25
Ligue 1,2425,Monaco,Marseille,3,0,2025-04-12,2.03,3.93,3.47,2.0,3.8,3.4
Ligue 1,2425,Toulouse,Lille,1,2,2025-04-12,2.93,3.23,2.62,2.8,3.3,2.55
Ligue 1,2425,Strasbourg,Nice,2,2,2025-04-12,2.52,3.5,2.85,2.55,3.3,2.75
Ligue 1,2425,St Etienne,Brest,3,3,2025-04-13,3.47,3.7,2.11,3.5,3.6,2.05
Ligue 1,2425,Angers,Montpellier,2,0,2025-04-13,1.94,3.73,3.95,1.9,3.5,4.1
Ligue 1,2425,Le Havre,Rennes,1,5,2025-04-13,3.6,3.49,2.13,3.5,3.4,2.1
Ligue 1,2425,Auxerre,Lyon,1,3,2025-04-13,3.61,3.76,2.03,3.6,3.6,2.0
Ligue 1,2425,Rennes,Nantes,2,1,2025-04-18,1.83,3.71,4.52,1.8,3.5,4.75
Ligue 1,2425,Paris SG,Le Havre,2,1,2025-04-19,1.13,11.31,14.99,1.13,9.0,17.0
Ligue 1,2425,Monaco,Strasbourg,0,0,2025-04-19,1.57,4.79,5.19,1.57,4.75,4.75
Ligue 1,2425,Marseille,Montpellier,5,1,2025-04-19,1.22,7.31,11.96,1.22,7.0,11.0
Ligue 1,2425,Lille,Auxerre,3,1,2025-04-20,1.51,4.44,6.69,1.5,4.2,7.0
Ligue 1,2425,Brest,Lens,1,3,2025-04-20,2.38,3.4,3.13,2.35,3.3,3.1
Ligue 1,2425,Nice,Angers,2,1,2025-04-20,1.38,5.12,8.39,1.38,5.0,8.0
Ligue 1,2425,Reims,Toulouse,1,0,2025-04-20,3.35,3.32,2.3,3.3,3.25,2.25
Ligue 1,2425,St Etienne,Lyon,2,1,2025-04-20,4.87,4.59,1.63,5.25,4.2,1.62
Ligue 1,2425,Nantes,Paris SG,1,1,2025-04-22,7.03,5.42,1.42,6.25,5.5,1.4
Ligue 1,2425,Paris SG,Nice,1,3,2025-04-25,1.73,4.5,4.36,1.7,4.5,4.1
Ligue 1,2425,Strasbourg,St Etienne,3,1,2025-04-26,1.65,4.48,4.78,1.62,4.2,5.0
Ligue 1,2425,Le Havre,Monaco,1,1,2025-04-26,7.04,5.25,1.42,6.5,5.0,1.42
Ligue 1,2425,Lyon,Rennes,4,1,2025-04-26,1.79,4.12,4.29,1.75,4.2,4.1
Ligue 1,2425,Angers,Lille,0,2,2025-04-27,6.21,4.08,1.58,6.0,3.9,1.57
Ligue 1,2425,Lens,Auxerre,0,4,2025-04-27,1.61,4.31,5.4,1.6,4.0,5.5
Ligue 1,2425,Montpellier,Reims,0,0,2025-04-27,4.46,3.89,1.81,4.5,3.6,1.75
Ligue 1,2425,Nantes,Toulouse,0,0,2025-04-27,2.97,3.29,2.55,2.88,3.25,2.45
Ligue 1,2425,Marseille,Brest,4,1,2025-04-27,1.5,4.83,6.07,1.5,4.5,6.0
Ligue 1,2425,Nice,Reims,1,0,2025-05-02,1.42,5.16,7.44,1.4,4.75,7.5
Ligue 1,2425,Strasbourg,Paris SG,2,1,2025-05-03,2.46,4.18,2.57,2.45,3.75,2.6
Ligue 1,2425,Toulouse,Rennes,2,1,2025-05-03,2.17,3.48,3.49,2.15,3.4,3.4
Ligue 1,2425,St Etienne,Monaco,1,3,2025-05-03,6.84,5.53,1.4,6.5,5.25,1.37
Ligue 1,2425,Nantes,Angers,0,1,2025-05-04,1.92,3.4,4.57,1.9,3.2,4.75
Ligue 1,2425,Auxerre,Le Havre,1,2,2025-05-04,2.16,3.61,3.41,2.1,3.6,3.25
Ligue 1,2425,Brest,Montpellier,1,0,2025-05-04,1.37,5.37,8.16,1.36,5.25,7.5
Ligue 1,2425,Lyon,Lens,1,2,2025-05-04,1.55,4.65,5.61,1.55,4.33,5.75
Ligue 1,2425,Lille,Marseille,1,1,2025-05-04,2.37,3.43,3.13,2.35,3.25,3.1
Ligue 1,2425,Angers,Strasbourg,2,1,2025-05-10,4.22,3.71,1.83,4.2,3.75,1.8
Ligue 1,2425,Auxerre,Nantes,1,1,2025-05-10,2.83,3.57,2.4,2.8,3.4,2.45
Ligue 1,2425,Brest,Lille,2,0,2025-05-10,4.53,3.81,1.75,4.5,3.8,1.75
Ligue 1,2425,Le Havre,Marseille,1,3,2025-05-10,5.86,4.54,1.5,6.0,4.5,1.5
Ligue 1,2425,Monaco,Lyon,2,0,2025-05-10,1.83,4.2,3.75,1.83,4.2,3.7
Ligue 1,2425,Montpellier,Paris SG,1,4,2025-05-10,9.33,6.94,1.23,9.0,7.0,1.25
Ligue 1,2425,Reims,St Etienne,0,2,2025-05-10,2.06,3.71,3.39,2.1,3.7,3.2
Ligue 1,2425,Rennes,Nice,2,0,2025-05-10,3.63,3.73,1.97,3.6,3.8,1.95
Ligue 1,2425,Toulouse,Lens,1,1,2025-05-10,2.27,3.48,3.1,2.25,3.5,3.1
Ligue 1,2425,Lens,Monaco,4,0,2025-05-17,4.01,3.91,1.83,3.9,4.1,1.83
Ligue 1,2425,Lille,Reims,2,1,2025-05-17,1.38,4.88,7.69,1.38,4.75,8.5
Ligue 1,2425,Lyon,Angers,2,0,2025-05-17,1.26,6.24,8.93,1.29,6.0,9.0
Ligue 1,2425,Marseille,Rennes,4,2,2025-05-17,1.76,4.03,4.2,1.75,3.9,4.2
Ligue 1,2425,Nantes,Montpellier,3,0,2025-05-17,1.52,4.34,6.01,1.53,4.5,5.5
Ligue 1,2425,Nice,Brest,6,0,2025-05-17,1.46,4.84,6.0,1.48,4.5,6.5
Ligue 1,2425,Paris SG,Auxerre,3,1,2025-05-17,1.18,7.94,11.32,1.2,7.0,13.0
Ligue 1,2425,St Etienne,Toulouse,2,3,2025-05-17,1.99,4.09,3.28,1.95,4.2,3.25
Ligue 1,2425,Strasbourg,Le Havre,2,3,2025-05-17,1.57,4.8,4.72,1.57,4.75,5.0
Ligue 1,2324,Nice,Lille,1,1,2023-08-11,2.63,3.47,2.83,2.6,3.5,2.7
Ligue 1,2324,Marseille,Reims,2,1,2023-08-12,1.73,4.04,4.89,1.7,4.0,4.75
Ligue 1,2324,Paris SG,Lorient,0,0,2023-08-12,1.35,5.73,8.38,1.33,5.5,7.5
Ligue 1,2324,Brest,Lens,3,2,2023-08-13,4.01,3.62,1.99,4.0,3.5,1.91
Ligue 1,2324,Clermont,Monaco,2,4,2023-08-13,3.69,3.8,2.02,3.6,3.6,2.0
Ligue 1,2324,Montpellier,Le Havre,2,2,2023-08-13,2.04,3.47,3.99,1.91,3.6,4.0
Ligue 1,2324,Nantes,Toulouse,1,2,2023-08-13,2.66,3.36,2.82,2.5,3.4,2.75
Ligue 1,2324,Rennes,Metz,5,1,2023-08-13,1.42,5.07,7.64,1.4,4.75,7.5
Ligue 1,2324,Strasbourg,Lyon,2,1,2023-08-13,2.61,3.55,2.76,2.55,3.6,2.55
Ligue 1,2324,Metz,Marseille,2,2,2023-08-18,4.96,4.13,1.72,5.0,4.0,1.67
Ligue 1,2324,Lyon,Montpellier,1,4,2023-08-19,1.72,4.25,4.67,1.7,4.2,4.33
Ligue 1,2324,Toulouse,Paris SG,1,1,2023-08-19,5.01,4.25,1.68,4.75,4.2,1.65
Ligue 1,2324,Lille,Nantes,2,0,2023-08-20,1.43,4.96,7.54,1.4,5.0,7.0
Ligue 1,2324,Le Havre,Brest,1,2,2023-08-20,2.82,3.22,2.76,2.7,3.2,2.7
Ligue 1,2324,Lorient,Nice,1,1,2023-08-20,3.49,3.52,2.19,3.4,3.4,2.15
Ligue 1,2324,Reims,Clermont,2,0,2023-08-20,1.93,3.72,4.1,1.85,3.75,4.0
Ligue 1,2324,Monaco,Strasbourg,3,0,2023-08-20,1.84,4.1,4.13,1.8,4.0,4.0
Ligue 1,2324,Lens,Rennes,1,1,2023-08-20,2.42,3.78,2.86,2.4,3.6,2.75
Ligue 1,2324,Nantes,Monaco,3,3,2023-08-25,4.87,3.81,1.79,4.75,3.8,1.73
Ligue 1,2324,Marseille,Brest,2,0,2023-08-26,1.53,4.48,6.43,1.5,4.0,6.0
Ligue 1,2324,Paris SG,Lens,3,1,2023-08-26,1.63,4.27,5.45,1.6,4.2,5.5
Ligue 1,2324,Rennes,Le Havre,2,2,2023-08-27,1.44,4.76,7.86,1.4,4.5,7.5
Ligue 1,2324,Clermont,Metz,0,1,2023-08-27,1.93,3.83,3.99,1.85,3.6,4.0
Ligue 1,2324,Montpellier,Reims,1,3,2023-08-27,2.41,3.54,3.02,2.4,3.4,2.9
Ligue 1,2324,Strasbourg,Toulouse,2,0,2023-08-27,2.17,3.75,3.32,2.15,3.5,3.3
Ligue 1,2324,Lorient,Lille,4,1,2023-08-27,3.83,3.75,1.99,4.0,3.6,1.91
Ligue 1,2324,Nice,Lyon,0,0,2023-08-27,2.11,3.79,3.44,2.1,3.6,3.4
Ligue 1,2324,Nantes,Marseille,1,1,2023-09-01,4.97,4.02,1.73,5.0,3.8,1.7
Ligue 1,2324,Brest,Rennes,0,0,2023-09-02,3.37,3.68,2.18,3.3,3.5,2.15
Ligue 1,2324,Monaco,Lens,3,0,2023-09-02,2.11,3.93,3.33,2.05,3.8,3.2
Ligue 1,2324,Toulouse,Clermont,2,2,2023-09-03,2.02,3.69,3.82,2.0,3.6,3.75
Ligue 1,2324,Le Havre,Lorient,3,0,2023-09-03,2.87,3.12,2.79,2.7,3.25,2.7
Ligue 1,2324,Lille,Montpellier,1,0,2023-09-03,1.83,4.25,4.05,1.75,4.0,4.2
Ligue 1,2324,Metz,Reims,2,2,2023-09-03,4.09,3.72,1.93,4.2,3.5,1.91
Ligue 1,2324,Nice,Strasbourg,2,0,2023-09-03,1.98,3.58,4.06,1.91,3.5,4.0
Ligue 1,2324,Lyon,Paris SG,1,4,2023-09-03,5.79,5.01,1.52,6.0,4.75,1.5
Ligue 1,2324,Paris SG,Nice,2,3,2023-09-15,1.56,4.6,5.86,1.55,4.5,5.5
Ligue 1,2324,Rennes,Lille,2,2,2023-09-16,2.17,3.69,3.37,2.1,3.6,3.3
Ligue 1,2324,Lens,Metz,0,1,2023-09-16,1.52,4.62,6.36,1.5,4.33,6.5
Ligue 1,2324,Lorient,Monaco,2,2,2023-09-17,4.12,3.98,1.87,4.0,3.75,1.85
Ligue 1,2324,Clermont,Nantes,0,1,2023-09-17,2.04,3.6,3.85,2.0,3.6,3.6
Ligue 1,2324,Reims,Brest,1,2,2023-09-17,1.9,3.6,4.43,1.85,3.6,4.2
Ligue 1,2324,Strasbourg,Montpellier,2,2,2023-09-17,2.39,3.61,3.01,2.3,3.6,2.9
Ligue 1,2324,Marseille,Toulouse,0,0,2023-09-17,1.5,4.87,6.33,1.5,4.75,6.0
Ligue 1,2324,Lyon,Le Havre,0,0,2023-09-17,1.7,4.23,4.82,1.67,4.0,4.75
Ligue 1,2324,Monaco,Nice,0,1,2023-09-22,2.25,3.61,3.27,2.15,3.6,3.2
Ligue 1,2324,Nantes,Lorient,5,3,2023-09-23,2.46,3.45,3.02,2.38,3.4,3.0
Ligue 1,2324,Brest,Lyon,1,0,2023-09-23,2.57,3.67,2.73,2.6,3.5,2.63
Ligue 1,2324,Metz,Strasbourg,0,1,2023-09-24,3.01,3.23,2.59,2.88,3.25,2.45
Ligue 1,2324,Le Havre,Clermont,2,1,2023-09-24,2.48,3.26,3.15,2.4,3.3,2.88
Ligue 1,2324,Lens,Toulouse,2,1,2023-09-24,1.72,4.05,4.93,1.73,3.8,5.0
Ligue 1,2324,Montpellier,Rennes,0,0,2023-09-24,2.7,3.56,2.65,2.7,3.5,2.5
Ligue 1,2324,Paris SG,Marseille,4,0,2023-09-24,1.64,4.41,5.15,1.62,4.2,5.25
Ligue 1,2324,Lille,Reims,1,2,2023-09-26,1.96,3.79,3.95,1.91,3.75,3.75
Ligue 1,2324,Strasbourg,Lens,0,1,2023-09-29,3.69,3.48,2.13,3.5,3.4,2.05
Ligue 1,2324,Clermont,Paris SG,0,0,2023-09-30,7.03,4.81,1.47,7.5,4.5,1.44
Ligue 1,2324,Monaco,Marseille,3,2,2023-09-30,2.21,3.88,3.14,2.15,3.8,3.1
Ligue 1,2324,Reims,Lyon,2,0,2023-10-01,2.1,3.81,3.45,2.0,3.8,3.4
Ligue 1,2324,Le Havre,Lille,0,2,2023-10-01,4.08,3.44,2.03,4.0,3.5,1.95
Ligue 1,2324,Nice,Brest,0,0,2023-10-01,1.8,3.84,4.69,1.73,3.8,4.5
Ligue 1,2324,Toulouse,Metz,3,0,2023-10-01,2.13,3.47,3.7,2.1,3.6,3.4
Ligue 1,2324,Lorient,Montpellier,0,3,2023-10-01,2.95,3.59,2.44,3.0,3.5,2.38
Ligue 1,2324,Rennes,Nantes,3,1,2023-10-01,1.53,4.58,6.18,1.53,4.5,5.75
Ligue 1,2324,Strasbourg,Nantes,1,2,2023-10-06,2.31,3.24,3.57,2.2,3.25,3.4
Ligue 1,2324,Metz,Nice,0,1,2023-10-07,5.12,3.91,1.72,4.75,3.8,1.73
Ligue 1,2324,Reims,Monaco,1,3,2023-10-07,2.68,3.62,2.64,2.6,3.6,2.55
Ligue 1,2324,Marseille,Le Havre,3,0,2023-10-08,1.48,4.63,7.2,1.45,4.75,6.0
Ligue 1,2324,Brest,Toulouse,1,1,2023-10-08,1.85,3.74,4.54,1.8,3.8,4.33
Ligue 1,2324,Lyon,Lorient,3,3,2023-10-08,1.71,4.06,5.04,1.67,4.2,4.75
Ligue 1,2324,Lens,Lille,1,1,2023-10-08,2.27,3.48,3.34,2.25,3.6,3.0
Ligue 1,2324,Rennes,Paris SG,1,3,2023-10-08,3.61,3.59,2.11,3.4,3.6,2.05
Ligue 1,2324,Le Havre,Lens,0,0,2023-10-20,4.66,3.6,1.88,4.5,3.5,1.83
Ligue 1,2324,Paris SG,Strasbourg,3,0,2023-10-21,1.24,6.93,11.72,1.22,6.5,12.0
Ligue 1,2324,Nice,Marseille,1,0,2023-10-21,2.51,3.22,3.14,2.4,3.3,3.0
Ligue 1,2324,Lorient,Rennes,2,1,2023-10-22,4.02,3.79,1.93,3.8,3.8,1.85
Ligue 1,2324,Lille,Brest,1,0,2023-10-22,1.82,3.64,4.85,1.8,3.5,4.75
Ligue 1,2324,Nantes,Montpellier,2,0,2023-10-22,3.03,3.62,2.37,2.88,3.5,2.4
Ligue 1,2324,Toulouse,Reims,1,1,2023-10-22,2.94,3.47,2.5,2.8,3.5,2.4
Ligue 1,2324,Monaco,Metz,2,1,2023-10-22,1.36,5.75,8.16,1.33,5.5,8.5
Ligue 1,2324,Lyon,Clermont,1,2,2023-10-22,1.81,4.08,4.31,1.75,3.75,4.5
Ligue 1,2324,Clermont,Nice,0,1,2023-10-27,4.42,3.42,1.95,4.2,3.3,1.91
Ligue 1,2324,Reims,Lorient,1,0,2023-10-28,1.67,4.24,5.13,1.67,4.0,5.0
Ligue 1,2324,Lens,Nantes,4,0,2023-10-28,1.6,4.36,5.65,1.57,4.2,5.5
Ligue 1,2324,Brest,Paris SG,2,3,2023-10-29,6.06,4.63,1.54,5.75,4.33,1.53
Ligue 1,2324,Lille,Monaco,2,0,2023-10-29,2.34,3.82,2.95,2.25,3.75,2.9
Ligue 1,2324,Metz,Le Havre,0,0,2023-10-29,2.61,3.26,2.96,2.5,3.3,2.8
Ligue 1,2324,Montpellier,Toulouse,3,0,2023-10-29,1.8,3.95,4.53,1.75,4.0,4.5
Ligue 1,2324,Rennes,Strasbourg,1,1,2023-10-29,1.6,4.19,5.92,1.57,4.0,6.0
Ligue 1,2324,Paris SG,Montpellier,3,0,2023-11-03,1.26,6.76,10.17,1.25,6.0,10.0
Ligue 1,2324,Lorient,Lens,0,0,2023-11-04,4.73,3.95,1.75,5.0,3.8,1.7
Ligue 1,2324,Marseille,Lille,0,0,2023-11-04,2.21,3.59,3.31,2.25,3.5,3.1
Ligue 1,2324,Lyon,Metz,1,1,2023-11-05,1.67,4.04,5.24,1.67,3.8,5.5
Ligue 1,2324,Nantes,Reims,0,1,2023-11-05,2.99,3.2,2.59,2.88,3.2,2.55
Ligue 1,2324,Strasbourg,Clermont,0,0,2023-11-05,2.42,3.23,3.22,2.38,3.2,3.1
Ligue 1,2324,Toulouse,Le Havre,1,2,2023-11-05,2.16,3.35,3.67,2.2,3.3,3.4
Ligue 1,2324,Monaco,Brest,2,0,2023-11-05,1.76,4.14,4.44,1.7,4.0,4.75
Ligue 1,2324,Nice,Rennes,2,0,2023-11-05,2.13,3.36,3.74,2.05,3.4,3.6
Ligue 1,2324,Montpellier,Nice,0,0,2023-11-10,3.61,3.39,2.17,3.5,3.3,2.15
Ligue 1,2324,Reims,Paris SG,0,3,2023-11-11,5.46,4.35,1.6,5.0,4.33,1.6
Ligue 1,2324,Le Havre,Monaco,0,0,2023-11-11,4.5,3.95,1.78,4.5,4.0,1.73
Ligue 1,2324,Clermont,Lorient,1,0,2023-11-12,2.18,3.35,3.63,2.1,3.3,3.6
Ligue 1,2324,Lille,Toulouse,1,1,2023-11-12,1.59,4.33,5.62,1.55,4.2,6.0
Ligue 1,2324,Metz,Nantes,3,1,2023-11-12,3.04,3.24,2.53,2.9,3.25,2.5
Ligue 1,2324,Rennes,Lyon,0,1,2023-11-12,1.75,4.12,4.48,1.73,4.2,4.33
Ligue 1,2324,Lens,Marseille,1,0,2023-11-12,2.27,3.54,3.22,2.25,3.4,3.2
Ligue 1,2324,Paris SG,Monaco,5,2,2023-11-24,1.5,5.1,5.7,1.45,4.75,6.5
Ligue 1,2324,Clermont,Lens,0,3,2023-11-25,3.89,3.52,2.03,3.75,3.5,2.0
Ligue 1,2324,Strasbourg,Marseille,1,1,2023-11-25,3.94,3.58,1.99,3.8,3.6,1.91
Ligue 1,2324,Nice,Toulouse,1,0,2023-11-26,1.52,4.18,7.02,1.5,4.0,7.5
Ligue 1,2324,Lorient,Metz,2,3,2023-11-26,2.0,3.45,4.07,1.95,3.5,4.0
Ligue 1,2324,Montpellier,Brest,1,3,2023-11-26,2.31,3.39,3.27,2.3,3.4,3.1
Ligue 1,2324,Nantes,Le Havre,0,0,2023-11-26,2.07,3.47,3.8,2.1,3.5,3.6
Ligue 1,2324,Rennes,Reims,3,1,2023-11-26,2.0,3.63,3.85,2.0,3.6,3.75
Ligue 1,2324,Lyon,Lille,0,2,2023-11-26,3.1,3.28,2.47,3.0,3.3,2.38
Ligue 1,2324,Montpellier,Clermont,1,1,2023-11-29,1.95,3.66,4.0,1.91,3.6,4.0
Ligue 1,2324,Reims,Strasbourg,2,1,2023-12-01,1.76,3.87,4.93,1.73,3.75,4.75
Ligue 1,2324,Lens,Lyon,3,2,2023-12-02,1.7,4.14,4.81,1.7,4.0,4.75
Ligue 1,2324,Nantes,Nice,1,0,2023-12-02,4.03,3.38,2.04,3.75,3.5,2.0
Ligue 1,2324,Le Havre,Paris SG,0,2,2023-12-03,9.54,5.88,1.31,11.0,5.25,1.3
Ligue 1,2324,Brest,Clermont,3,0,2023-12-03,1.8,3.79,4.62,1.75,3.6,4.5
Ligue 1,2324,Monaco,Montpellier,2,0,2023-12-03,1.66,4.47,4.74,1.62,4.2,5.0
Ligue 1,2324,Toulouse,Lorient,1,1,2023-12-03,2.03,3.53,3.86,2.0,3.25,4.0
Ligue 1,2324,Lille,Metz,2,0,2023-12-03,1.45,4.82,7.11,1.45,4.5,7.5
Ligue 1,2324,Marseille,Rennes,2,0,2023-12-03,1.92,3.84,3.95,1.91,3.8,3.8
Ligue 1,2324,Marseille,Lyon,3,0,2023-12-06,1.71,3.94,5.06,1.67,3.8,4.75
Ligue 1,2324,Brest,Strasbourg,1,1,2023-12-07,1.83,3.68,4.61,1.83,3.6,4.33
Ligue 1,2324,Montpellier,Lens,0,0,2023-12-08,3.49,3.51,2.19,3.5,3.4,2.15
Ligue 1,2324,Rennes,Monaco,1,2,2023-12-09,2.59,3.72,2.65,2.55,3.5,2.7
Ligue 1,2324,Paris SG,Nantes,2,1,2023-12-09,1.22,7.2,11.37,1.2,7.5,12.0
Ligue 1,2324,Nice,Reims,2,1,2023-12-10,1.89,3.53,4.46,1.85,3.5,4.33
Ligue 1,2324,Clermont,Lille,0,0,2023-12-10,5.08,3.74,1.75,5.25,3.5,1.73
Ligue 1,2324,Metz,Brest,0,1,2023-12-10,3.56,3.3,2.23,3.5,3.2,2.2
Ligue 1,2324,Strasbourg,Le Havre,2,1,2023-12-10,2.16,3.32,3.7,2.15,3.2,3.75
Ligue 1,2324,Lyon,Toulouse,3,0,2023-12-10,2.0,3.7,3.81,2.0,3.5,3.8
Ligue 1,2324,Lorient,Marseille,2,4,2023-12-10,4.58,3.78,1.81,4.75,3.6,1.8
Ligue 1,2324,Monaco,Lyon,0,1,2023-12-15,1.76,4.22,4.47,1.7,4.2,4.33
Ligue 1,2324,Le Havre,Nice,3,1,2023-12-16,4.46,3.28,1.98,4.5,3.3,1.91
Ligue 1,2324,Lens,Reims,2,0,2023-12-16,1.88,3.75,4.2,1.83,3.75,4.2
Ligue 1,2324,Nantes,Brest,0,2,2023-12-17,2.67,3.29,2.81,2.63,3.2,2.8
Ligue 1,2324,Lorient,Strasbourg,1,2,2023-12-17,2.6,3.25,2.94,2.55,3.2,2.88
Ligue 1,2324,Metz,Montpellier,0,1,2023-12-17,3.29,3.32,2.34,3.25,3.3,2.25
Ligue 1,2324,Toulouse,Rennes,0,0,2023-12-17,3.26,3.57,2.24,3.2,3.5,2.2
Ligue 1,2324,Marseille,Clermont,2,1,2023-12-17,1.43,4.79,7.84,1.4,5.0,7.0
Ligue 1,2324,Lille,Paris SG,1,1,2023-12-17,4.11,4.05,1.83,3.8,4.0,1.83
Ligue 1,2324,Brest,Lorient,4,0,2023-12-20,1.61,4.06,5.91,1.6,3.8,5.75
Ligue 1,2324,Clermont,Rennes,1,3,2023-12-20,3.44,3.4,2.23,3.3,3.4,2.2
Ligue 1,2324,Lyon,Nantes,1,0,2023-12-20,1.7,4.2,4.71,1.67,4.33,4.5
Ligue 1,2324,Montpellier,Marseille,1,1,2023-12-20,3.62,3.59,2.09,3.4,3.6,2.05
Ligue 1,2324,Nice,Lens,2,0,2023-12-20,2.34,3.19,3.41,2.3,3.2,3.3
Ligue 1,2324,Paris SG,Metz,3,1,2023-12-20,1.15,9.06,16.98,1.14,8.0,17.0
Ligue 1,2324,Reims,Le Havre,1,0,2023-12-20,1.69,3.92,5.28,1.7,4.0,4.75
Ligue 1,2324,Strasbourg,Lille,2,1,2023-12-20,4.01,3.57,1.98,4.0,3.4,1.95
Ligue 1,2324,Toulouse,Monaco,1,2,2023-12-20,4.31,3.94,1.82,4.33,3.75,1.8
Ligue 1,2324,Marseille,Strasbourg,1,1,2024-01-12,1.62,4.01,6.08,1.6,4.0,5.5
Ligue 1,2324,Monaco,Reims,1,3,2024-01-13,1.76,4.08,4.46,1.7,4.0,4.5
Ligue 1,2324,Rennes,Nice,2,0,2024-01-13,2.43,3.27,3.17,2.38,3.25,3.1
Ligue 1,2324,Lille,Lorient,3,0,2024-01-14,1.38,5.04,8.5,1.4,5.0,7.0
Ligue 1,2324,Brest,Montpellier,2,0,2024-01-14,1.88,3.65,4.34,1.83,3.75,4.2
Ligue 1,2324,Metz,Toulouse,0,1,2024-01-14,3.16,3.02,2.59,2.9,3.2,2.45
Ligue 1,2324,Nantes,Clermont,1,2,2024-01-14,2.0,3.44,4.11,1.95,3.5,3.8
Ligue 1,2324,Le Havre,Lyon,3,1,2024-01-14,3.26,3.29,2.36,3.25,3.25,2.25
Ligue 1,2324,Lens,Paris SG,0,2,2024-01-14,3.81,4.06,1.9,3.6,4.0,1.85
Ligue 1,2324,Lyon,Rennes,2,3,2024-01-26,2.56,3.35,2.91,2.5,3.4,2.8
Ligue 1,2324,Nice,Metz,1,0,2024-01-27,1.41,4.57,8.94,1.4,4.5,9.0
Ligue 1,2324,Marseille,Monaco,2,2,2024-01-27,2.45,3.68,2.83,2.4,3.6,2.75
Ligue 1,2324,Montpellier,Lille,0,0,2024-01-28,3.93,3.59,1.99,3.6,3.6,2.0
Ligue 1,2324,Clermont,Strasbourg,1,1,2024-01-28,2.83,3.27,2.67,2.75,3.2,2.63
Ligue 1,2324,Lorient,Le Havre,3,3,2024-01-28,3.0,3.12,2.63,2.9,3.1,2.63
Ligue 1,2324,Reims,Nantes,0,0,2024-01-28,1.83,3.76,4.5,1.8,3.75,4.33
Ligue 1,2324,Toulouse,Lens,0,2,2024-01-28,3.54,3.63,2.1,3.6,3.6,2.0
Ligue 1,2324,Paris SG,Brest,2,2,2024-01-28,1.4,5.45,6.98,1.36,5.5,7.5
Ligue 1,2324,Strasbourg,Paris SG,1,2,2024-02-02,6.58,4.66,1.5,6.0,4.5,1.5
Ligue 1,2324,Rennes,Montpellier,2,1,2024-02-03,1.63,4.09,5.56,1.62,4.0,5.5
Ligue 1,2324,Nantes,Lens,0,1,2024-02-03,3.47,3.36,2.23,3.4,3.3,2.2
Ligue 1,2324,Monaco,Le Havre,1,1,2024-02-04,1.49,4.56,6.8,1.45,4.5,7.0
Ligue 1,2324,Lille,Clermont,4,0,2024-02-04,1.42,4.81,7.95,1.4,4.5,8.5
Ligue 1,2324,Metz,Lorient,1,2,2024-02-04,2.28,3.11,3.66,2.25,3.1,3.5
Ligue 1,2324,Reims,Toulouse,2,3,2024-02-04,1.8,3.73,4.69,1.75,3.5,4.75
